sub	RT	condition	conditionName	correct	category	repeatDist	conditionCheck	categoryNum	phase	test
11	1654	1	Objects	2	mixed	0	2.jpg	2	2	SixItems	6
11	2095	1	Objects	1	uniform	0	2.jpg	1	2	SixItems	6
11	947	1	Objects	1	uniform	0	1.jpg	1	2	SixItems	6
11	3445	1	Animals	1	uniform	0	8.jpg	1	1	SixItems	6
11	1325	1	Objects	2	mixed	0	20.jpg	2	2	SixItems	6
11	2114	0	Animals	2	mixed	0	18.jpg	2	1	SixItems	6
11	2066	1	Objects	2	mixed	0	23.jpg	2	2	SixItems	6
11	1844	1	Objects	1	uniform	0	11.jpg	1	2	SixItems	6
11	9523	1	Animals	1	uniform	0	19.jpg	1	1	SixItems	6
11	921	1	Animals	2	mixed	0	12.jpg	2	1	SixItems	6
11	2486	1	Animals	1	uniform	0	22.jpg	1	1	SixItems	6
11	1206	1	Objects	2	mixed	0	19.jpg	2	2	SixItems	6
11	1577	1	Animals	2	mixed	0	8.jpg	2	1	SixItems	6
11	1137	1	Objects	1	uniform	0	5.jpg	1	2	SixItems	6
11	1341	1	Animals	1	uniform	0	21.jpg	1	1	SixItems	6
12	3745	1	Animals	2	mixed	0	2.jpg	2	1	ThreeItems	3
12	1202	1	Objects	1	uniform	0	21.jpg	1	2	ThreeItems	3
12	1436	1	Objects	2	mixed	0	14.jpg	2	2	ThreeItems	3
12	1180	1	Animals	1	uniform	0	19.jpg	1	1	ThreeItems	3
12	1330	1	Objects	1	uniform	0	1.jpg	1	2	ThreeItems	3
12	1526	1	Animals	2	mixed	0	12.jpg	2	1	ThreeItems	3
12	971	1	Objects	2	mixed	0	7.jpg	2	2	ThreeItems	3
12	1022	1	Animals	1	uniform	0	17.jpg	1	1	ThreeItems	3
12	1727	1	Animals	2	mixed	0	24.jpg	2	1	ThreeItems	3
12	971	1	Objects	2	mixed	0	24.jpg	2	2	ThreeItems	3
12	1686	1	Objects	1	uniform	0	4.jpg	1	2	FourItems	4
12	1119	1	Animals	2	mixed	0	5.jpg	2	1	FourItems	4
12	1106	1	Objects	2	mixed	0	11.jpg	2	2	FourItems	4
12	1243	1	Animals	1	uniform	0	20.jpg	1	1	FourItems	4
12	988	1	Objects	1	uniform	0	22.jpg	1	2	FourItems	4
12	1728	1	Animals	2	mixed	0	17.jpg	2	1	SixItems	6
12	1760	1	Objects	1	uniform	0	17.jpg	1	2	SixItems	6
12	1055	1	Animals	1	uniform	0	24.jpg	1	1	SixItems	6
12	1424	1	Objects	2	mixed	0	21.jpg	2	2	SixItems	6
12	5081	0	Animals	1	uniform	0	13.jpg	1	1	SixItems	6
12	1313	1	Animals	2	mixed	0	4.jpg	2	1	SixItems	6
12	2033	1	Objects	2	mixed	0	19.jpg	2	2	SixItems	6
12	1176	1	Objects	1	uniform	0	5.jpg	1	2	SixItems	6
12	2135	1	Animals	2	mixed	0	7.jpg	2	1	SixItems	6
12	2429	0	Animals	1	uniform	0	7.jpg	1	1	SixItems	6
12	2454	1	Objects	2	mixed	0	15.jpg	2	2	SixItems	6
12	2502	1	Objects	1	uniform	0	20.jpg	1	2	SixItems	6
12	1749	1	Animals	1	uniform	0	11.jpg	1	1	SixItems	6
12	1263	1	Animals	2	mixed	0	16.jpg	2	1	SixItems	6
12	1454	1	Objects	2	mixed	0	12.jpg	2	2	SixItems	6
12	2562	1	Objects	1	uniform	0	16.jpg	1	2	SixItems	6
12	1312	1	Animals	1	uniform	0	9.jpg	1	1	SixItems	6
12	1113	1	Objects	2	mixed	0	3.jpg	2	2	SixItems	6
12	1230	1	Objects	1	uniform	0	14.jpg	1	2	SixItems	6
12	2904	0	Animals	2	mixed	0	14.jpg	2	1	SixItems	6
12	1353	1	Animals	2	mixed	0	13.jpg	2	1	SixItems	6
12	4815	0	Animals	1	uniform	0	2.jpg	1	1	SixItems	6
12	1071	1	Objects	2	mixed	0	16.jpg	2	2	SixItems	6
12	2789	1	Objects	1	uniform	0	12.jpg	1	2	SixItems	6
12	3782	0	Animals	2	mixed	0	11.jpg	2	1	SixItems	6
12	2853	0	Animals	1	uniform	0	3.jpg	1	1	SixItems	6
12	1959	1	Objects	2	mixed	0	9.jpg	2	2	SixItems	6
12	2599	1	Objects	1	uniform	0	19.jpg	1	2	SixItems	6
12	2505	1	Animals	2	mixed	0	3.jpg	2	1	SixItems	6
12	2909	1	Animals	1	uniform	0	22.jpg	1	1	SixItems	6
12	1687	1	Objects	2	mixed	0	20.jpg	2	2	SixItems	6
12	1005	1	Objects	1	uniform	0	13.jpg	1	2	SixItems	6
12	1884	1	Animals	2	mixed	0	18.jpg	2	1	SixItems	6
12	1436	1	Objects	1	uniform	0	3.jpg	1	2	SixItems	6
12	1162	1	Objects	2	mixed	0	10.jpg	2	2	SixItems	6
12	1525	1	Animals	1	uniform	0	18.jpg	1	1	SixItems	6
12	4574	0	Animals	2	mixed	0	20.jpg	2	1	SixItems	6
12	3419	1	Objects	2	mixed	0	2.jpg	2	2	SixItems	6
12	1470	1	Animals	1	uniform	0	23.jpg	1	1	SixItems	6
12	5474	0	Objects	1	uniform	0	2.jpg	1	2	SixItems	6
12	2937	1	Animals	1	uniform	0	16.jpg	1	1	SixItems	6
12	1647	1	Objects	2	mixed	0	22.jpg	2	2	SixItems	6
12	1786	1	Objects	1	uniform	0	23.jpg	1	2	SixItems	6
12	2134	1	Animals	2	mixed	0	1.jpg	2	1	SixItems	6
12	1429	1	Objects	2	mixed	0	4.jpg	2	2	SixItems	6
12	3009	0	Animals	2	mixed	0	9.jpg	2	1	SixItems	6
12	1218	1	Objects	1	uniform	0	11.jpg	1	2	SixItems	6
12	3571	1	Animals	1	uniform	0	4.jpg	1	1	SixItems	6
12	1392	1	Animals	1	uniform	0	12.jpg	1	1	SixItems	6
13	14634	1	Animals	2	mixed	0	17.jpg	2	1	ThreeItems	3
13	3491	1	Objects	1	uniform	0	15.jpg	1	2	ThreeItems	3
13	2679	1	Animals	1	uniform	0	10.jpg	1	1	ThreeItems	3
13	1741	1	Objects	1	uniform	0	4.jpg	1	2	ThreeItems	3
13	2309	1	Animals	2	mixed	0	3.jpg	2	1	ThreeItems	3
13	1391	1	Animals	1	uniform	0	24.jpg	1	1	ThreeItems	3
13	1324	1	Objects	2	mixed	0	23.jpg	2	2	ThreeItems	3
13	1721	1	Objects	1	uniform	0	14.jpg	1	2	ThreeItems	3
13	1430	1	Objects	2	mixed	0	10.jpg	2	2	ThreeItems	3
13	1403	1	Animals	1	uniform	0	6.jpg	1	1	ThreeItems	3
13	1831	1	Animals	2	mixed	0	8.jpg	2	1	FourItems	4
13	1492	1	Objects	2	mixed	0	16.jpg	2	2	FourItems	4
13	1598	1	Animals	1	uniform	0	22.jpg	1	1	FourItems	4
13	1761	1	Animals	2	mixed	0	10.jpg	2	1	FourItems	4
13	1580	1	Objects	1	uniform	0	11.jpg	1	2	FourItems	4
13	1628	1	Animals	1	uniform	0	23.jpg	1	1	SixItems	6
13	1693	1	Objects	1	uniform	0	2.jpg	1	2	SixItems	6
13	1487	1	Animals	2	mixed	0	9.jpg	2	1	SixItems	6
13	1762	1	Objects	2	mixed	0	21.jpg	2	2	SixItems	6
13	1989	1	Animals	1	uniform	0	5.jpg	1	1	SixItems	6
13	1542	1	Animals	2	mixed	0	18.jpg	2	1	SixItems	6
13	1988	1	Objects	1	uniform	0	23.jpg	1	2	SixItems	6
13	1347	1	Objects	2	mixed	0	2.jpg	2	2	SixItems	6
13	3093	1	Animals	1	uniform	0	19.jpg	1	1	SixItems	6
13	1407	1	Objects	2	mixed	0	18.jpg	2	2	SixItems	6
13	1180	1	Objects	1	uniform	0	21.jpg	1	2	SixItems	6
13	1610	1	Animals	2	mixed	0	22.jpg	2	1	SixItems	6
13	1829	1	Objects	1	uniform	0	8.jpg	1	2	SixItems	6
13	2378	1	Animals	1	uniform	0	9.jpg	1	1	SixItems	6
13	1270	1	Animals	2	mixed	0	15.jpg	2	1	SixItems	6
13	1623	1	Objects	2	mixed	0	14.jpg	2	2	SixItems	6
13	1307	1	Animals	2	mixed	0	4.jpg	2	1	SixItems	6
13	1138	1	Objects	2	mixed	0	12.jpg	2	2	SixItems	6
13	1833	1	Animals	1	uniform	0	2.jpg	1	1	SixItems	6
13	1621	1	Objects	1	uniform	0	22.jpg	1	2	SixItems	6
13	1653	1	Animals	2	mixed	0	11.jpg	2	1	SixItems	6
13	1836	1	Objects	2	mixed	0	15.jpg	2	2	SixItems	6
13	1252	1	Objects	1	uniform	0	7.jpg	1	2	SixItems	6
13	1392	1	Animals	1	uniform	0	20.jpg	1	1	SixItems	6
13	1625	1	Animals	1	uniform	0	4.jpg	1	1	SixItems	6
13	1087	1	Animals	2	mixed	0	2.jpg	2	1	SixItems	6
13	3778	1	Objects	1	uniform	0	17.jpg	1	2	SixItems	6
13	1982	1	Objects	2	mixed	0	1.jpg	2	2	SixItems	6
13	2064	1	Animals	1	uniform	0	13.jpg	1	1	SixItems	6
13	1985	1	Animals	2	mixed	0	21.jpg	2	1	SixItems	6
13	1718	1	Objects	2	mixed	0	11.jpg	2	2	SixItems	6
13	1285	1	Objects	1	uniform	0	20.jpg	1	2	SixItems	6
13	2687	1	Animals	1	uniform	0	1.jpg	1	1	SixItems	6
13	1408	1	Objects	1	uniform	0	24.jpg	1	2	SixItems	6
13	1893	1	Animals	2	mixed	0	19.jpg	2	1	SixItems	6
13	1097	1	Objects	2	mixed	0	3.jpg	2	2	SixItems	6
13	4810	0	Animals	1	uniform	0	3.jpg	1	1	SixItems	6
13	1483	1	Animals	2	mixed	0	5.jpg	2	1	SixItems	6
13	1854	1	Objects	1	uniform	0	9.jpg	1	2	SixItems	6
13	1291	1	Objects	2	mixed	0	17.jpg	2	2	SixItems	6
13	1268	1	Animals	2	mixed	0	14.jpg	2	1	SixItems	6
13	1370	1	Objects	2	mixed	0	19.jpg	2	2	SixItems	6
13	3071	1	Animals	1	uniform	0	18.jpg	1	1	SixItems	6
13	2367	1	Objects	1	uniform	0	19.jpg	1	2	SixItems	6
14	5507	0	Animals	1	uniform	0	3.jpg	1	1	ThreeItems	3
14	3780	0	Objects	2	mixed	0	4.jpg	2	2	ThreeItems	3
14	2122	1	Objects	1	uniform	0	9.jpg	1	2	ThreeItems	3
14	1145	1	Objects	1	uniform	0	19.jpg	1	2	ThreeItems	3
14	988	1	Animals	2	mixed	0	15.jpg	2	1	ThreeItems	3
14	856	1	Objects	2	mixed	0	1.jpg	2	2	ThreeItems	3
14	988	1	Animals	1	uniform	0	7.jpg	1	1	ThreeItems	3
14	1236	1	Objects	1	uniform	0	10.jpg	1	2	ThreeItems	3
14	905	1	Animals	2	mixed	0	11.jpg	2	1	ThreeItems	3
14	972	1	Objects	2	mixed	0	18.jpg	2	2	ThreeItems	3
14	1388	1	Animals	1	uniform	0	11.jpg	1	1	ThreeItems	3
14	1305	1	Animals	2	mixed	0	3.jpg	2	1	ThreeItems	3
14	1221	1	Objects	1	uniform	0	21.jpg	1	2	FourItems	4
14	923	1	Objects	2	mixed	0	23.jpg	2	2	FourItems	4
14	915	1	Animals	1	uniform	0	18.jpg	1	1	FourItems	4
14	921	1	Objects	2	mixed	0	19.jpg	2	2	FourItems	4
14	1072	0	Objects	1	uniform	0	24.jpg	1	2	FourItems	4
14	4420	1	Animals	1	uniform	0	13.jpg	1	1	FourItems	4
14	1153	1	Animals	2	mixed	0	18.jpg	2	1	SixItems	6
14	1341	1	Objects	2	mixed	0	14.jpg	2	2	SixItems	6
14	1444	1	Animals	2	mixed	0	12.jpg	2	1	SixItems	6
14	1760	1	Objects	1	uniform	0	7.jpg	1	2	SixItems	6
14	1587	1	Animals	1	uniform	0	19.jpg	1	1	SixItems	6
14	1582	1	Animals	1	uniform	0	17.jpg	1	1	SixItems	6
14	1590	1	Objects	2	mixed	0	5.jpg	2	2	SixItems	6
14	1753	1	Objects	1	uniform	0	16.jpg	1	2	SixItems	6
14	1023	1	Animals	2	mixed	0	10.jpg	2	1	SixItems	6
14	1069	1	Objects	1	uniform	0	22.jpg	1	2	SixItems	6
14	832	0	Objects	2	mixed	0	20.jpg	2	2	SixItems	6
14	1512	1	Animals	2	mixed	0	1.jpg	2	1	SixItems	6
14	1738	1	Objects	1	uniform	0	8.jpg	1	2	SixItems	6
14	1054	1	Objects	2	mixed	0	8.jpg	2	2	SixItems	6
14	1058	1	Animals	2	mixed	0	5.jpg	2	1	SixItems	6
14	2043	0	Animals	1	uniform	0	2.jpg	1	1	SixItems	6
15	8029	1	Objects	2	mixed	0	4.jpg	2	2	ThreeItems	3
15	2050	1	Animals	1	uniform	0	2.jpg	1	1	ThreeItems	3
15	1231	1	Objects	1	uniform	0	6.jpg	1	2	ThreeItems	3
15	1255	1	Objects	2	mixed	0	3.jpg	2	2	ThreeItems	3
15	2468	1	Animals	1	uniform	0	20.jpg	1	1	ThreeItems	3
15	2506	1	Animals	2	mixed	0	2.jpg	2	1	ThreeItems	3
15	2203	1	Objects	1	uniform	0	16.jpg	1	2	ThreeItems	3
15	8329	1	Animals	2	mixed	0	17.jpg	2	1	ThreeItems	3
15	1022	1	Objects	2	mixed	0	24.jpg	2	2	ThreeItems	3
15	4495	1	Animals	1	uniform	0	24.jpg	1	1	ThreeItems	3
15	6452	1	Objects	1	uniform	0	8.jpg	1	2	FourItems	4
15	3948	1	Animals	1	uniform	0	9.jpg	1	1	FourItems	4
15	2934	1	Animals	2	mixed	0	18.jpg	2	1	FourItems	4
15	3626	1	Objects	1	uniform	0	9.jpg	1	2	FourItems	4
15	1904	1	Objects	2	mixed	0	22.jpg	2	2	FourItems	4
15	1893	1	Objects	1	uniform	0	10.jpg	1	2	SixItems	6
15	3628	1	Animals	1	uniform	0	22.jpg	1	1	SixItems	6
15	3110	1	Objects	2	mixed	0	17.jpg	2	2	SixItems	6
15	1654	1	Animals	2	mixed	0	6.jpg	2	1	SixItems	6
15	4858	1	Objects	2	mixed	0	19.jpg	2	2	SixItems	6
16	4695	0	Animals	1	uniform	0	8.jpg	1	1	ThreeItems	3
16	3027	1	Objects	1	uniform	0	15.jpg	1	2	ThreeItems	3
16	1792	1	Objects	2	mixed	0	21.jpg	2	2	ThreeItems	3
16	1916	1	Animals	1	uniform	0	6.jpg	1	1	ThreeItems	3
16	1609	1	Objects	1	uniform	0	7.jpg	1	2	ThreeItems	3
16	2198	1	Objects	2	mixed	0	11.jpg	2	2	ThreeItems	3
16	1893	1	Animals	2	mixed	0	17.jpg	2	1	ThreeItems	3
16	2226	1	Animals	1	uniform	0	18.jpg	1	1	ThreeItems	3
16	1869	1	Animals	2	mixed	0	8.jpg	2	1	ThreeItems	3
16	1600	1	Objects	1	uniform	0	16.jpg	1	2	ThreeItems	3
16	1734	1	Objects	2	mixed	0	19.jpg	2	2	ThreeItems	3
16	1238	1	Animals	2	mixed	0	10.jpg	2	1	FourItems	4
16	1343	1	Objects	1	uniform	0	9.jpg	1	2	FourItems	4
16	1788	1	Objects	2	mixed	0	18.jpg	2	2	FourItems	4
16	2985	1	Animals	1	uniform	0	16.jpg	1	1	FourItems	4
16	1292	1	Objects	1	uniform	0	19.jpg	1	2	FourItems	4
16	1357	1	Objects	2	mixed	0	15.jpg	2	2	SixItems	6
16	1825	0	Animals	1	uniform	0	22.jpg	1	1	SixItems	6
16	3442	1	Animals	2	mixed	0	5.jpg	2	1	SixItems	6
16	2345	1	Objects	2	mixed	0	20.jpg	2	2	SixItems	6
16	1980	1	Objects	1	uniform	0	14.jpg	1	2	SixItems	6
16	2750	1	Animals	1	uniform	0	20.jpg	1	1	SixItems	6
16	3454	1	Animals	2	mixed	0	1.jpg	2	1	SixItems	6
16	5692	1	Objects	1	uniform	0	1.jpg	1	2	SixItems	6
16	3027	1	Animals	2	mixed	0	12.jpg	2	1	SixItems	6
16	2310	1	Animals	1	uniform	0	14.jpg	1	1	SixItems	6
16	8516	1	Objects	2	mixed	0	24.jpg	2	2	SixItems	6
16	1335	1	Objects	2	mixed	0	10.jpg	2	2	SixItems	6
16	1288	1	Animals	2	mixed	0	15.jpg	2	1	SixItems	6
16	5682	1	Objects	1	uniform	0	2.jpg	1	2	SixItems	6
16	1954	1	Animals	1	uniform	0	23.jpg	1	1	SixItems	6
16	2154	1	Objects	1	uniform	0	10.jpg	1	2	SixItems	6
16	1143	1	Objects	2	mixed	0	17.jpg	2	2	SixItems	6
16	2182	1	Animals	1	uniform	0	3.jpg	1	1	SixItems	6
16	2128	1	Animals	2	mixed	0	23.jpg	2	1	SixItems	6
16	1264	1	Objects	2	mixed	0	7.jpg	2	2	SixItems	6
16	2938	0	Animals	1	uniform	0	13.jpg	1	1	SixItems	6
16	1288	0	Objects	1	uniform	0	20.jpg	1	2	SixItems	6
16	1254	1	Animals	2	mixed	0	11.jpg	2	1	SixItems	6
16	1221	1	Animals	1	uniform	0	7.jpg	1	1	SixItems	6
16	3879	1	Objects	1	uniform	0	4.jpg	1	2	SixItems	6
16	15936	0	Objects	2	mixed	0	9.jpg	2	2	SixItems	6
16	4004	1	Animals	2	mixed	0	2.jpg	2	1	SixItems	6
16	1506	1	Animals	2	mixed	0	14.jpg	2	1	SixItems	6
16	2560	1	Objects	1	uniform	0	8.jpg	1	2	SixItems	6
16	5215	1	Animals	1	uniform	0	21.jpg	1	1	SixItems	6
16	13640	0	Objects	2	mixed	0	13.jpg	2	2	SixItems	6
16	1504	1	Animals	2	mixed	0	13.jpg	2	1	SixItems	6
16	1502	1	Objects	2	mixed	0	5.jpg	2	2	SixItems	6
16	2382	1	Objects	1	uniform	0	13.jpg	1	2	SixItems	6
16	16832	0	Animals	1	uniform	0	10.jpg	1	1	SixItems	6
16	1182	1	Objects	2	mixed	0	4.jpg	2	2	SixItems	6
16	1759	1	Animals	1	uniform	0	15.jpg	1	1	SixItems	6
16	2556	1	Objects	1	uniform	0	5.jpg	1	2	SixItems	6
16	1781	1	Animals	2	mixed	0	24.jpg	2	1	SixItems	6
16	9528	0	Animals	1	uniform	0	2.jpg	1	1	SixItems	6
16	6633	0	Animals	2	mixed	0	18.jpg	2	1	SixItems	6
16	8922	1	Objects	1	uniform	0	6.jpg	1	2	SixItems	6
16	1380	1	Objects	2	mixed	0	22.jpg	2	2	SixItems	6
16	2502	1	Animals	1	uniform	0	17.jpg	1	1	SixItems	6
